logs__queries__correct,logs__queries__error,logs__users,logs__timestamp,dia,mes,aux,año,time,hora,min
328,7,335,9/8/18 23:45,9,8,18 23:45,18,23:45,23,45
304,6,310,10/8/18 0:00,10,8,18 0:00,18,0:00,0,0
287,4,291,10/8/18 0:15,10,8,18 0:15,18,0:15,0,15
251,1,252,10/8/18 0:30,10,8,18 0:30,18,0:30,0,30
251,3,254,10/8/18 0:45,10,8,18 0:45,18,0:45,0,45
210,1,211,10/8/18 1:00,10,8,18 1:00,18,1:00,1,0
259,5,264,10/8/18 1:15,10,8,18 1:15,18,1:15,1,15
264,2,266,10/8/18 1:30,10,8,18 1:30,18,1:30,1,30
251,2,250,10/8/18 1:45,10,8,18 1:45,18,1:45,1,45
231,2,233,10/8/18 2:00,10,8,18 2:00,18,2:00,2,0
236,3,239,10/8/18 2:15,10,8,18 2:15,18,2:15,2,15
203,5,208,10/8/18 2:30,10,8,18 2:30,18,2:30,2,30
178,7,185,10/8/18 2:45,10,8,18 2:45,18,2:45,2,45
176,2,178,10/8/18 3:00,10,8,18 3:00,18,3:00,3,0
154,4,158,10/8/18 3:15,10,8,18 3:15,18,3:15,3,15
145,4,149,10/8/18 3:30,10,8,18 3:30,18,3:30,3,30
117,4,114,10/8/18 3:45,10,8,18 3:45,18,3:45,3,45
98,3,99,10/8/18 4:00,10,8,18 4:00,18,4:00,4,0
67,1,68,10/8/18 4:15,10,8,18 4:15,18,4:15,4,15
57,2,59,10/8/18 4:45,10,8,18 4:45,18,4:45,4,45
72,0,66,10/8/18 5:00,10,8,18 5:00,18,5:00,5,0
36,0,29,10/8/18 5:15,10,8,18 5:15,18,5:15,5,15
24,0,24,10/8/18 5:30,10,8,18 5:30,18,5:30,5,30
23,0,23,10/8/18 5:45,10,8,18 5:45,18,5:45,5,45
22,0,22,10/8/18 6:00,10,8,18 6:00,18,6:00,6,0
22,0,22,10/8/18 6:15,10,8,18 6:15,18,6:15,6,15
20,0,20,10/8/18 6:34,10,8,18 6:34,18,6:34,6,34
30,0,20,10/8/18 6:45,10,8,18 6:45,18,6:45,6,45
24,1,25,10/8/18 7:00,10,8,18 7:00,18,7:00,7,0
53,0,53,10/8/18 7:15,10,8,18 7:15,18,7:15,7,15
48,0,48,10/8/18 7:30,10,8,18 7:30,18,7:30,7,30
58,0,58,10/8/18 7:45,10,8,18 7:45,18,7:45,7,45
57,0,57,10/8/18 8:00,10,8,18 8:00,18,8:00,8,0
93,1,94,10/8/18 8:15,10,8,18 8:15,18,8:15,8,15
119,2,111,10/8/18 8:30,10,8,18 8:30,18,8:30,8,30
150,2,152,10/8/18 8:45,10,8,18 8:45,18,8:45,8,45
150,0,150,10/8/18 9:00,10,8,18 9:00,18,9:00,9,0
190,1,191,10/8/18 9:15,10,8,18 9:15,18,9:15,9,15
294,1,295,10/8/18 9:30,10,8,18 9:30,18,9:30,9,30
539,4,543,10/8/18 9:45,10,8,18 9:45,18,9:45,9,45
498,4,502,10/8/18 10:00,10,8,18 10:00,18,10:00,10,0
461,7,468,10/8/18 10:15,10,8,18 10:15,18,10:15,10,15
508,11,519,10/8/18 10:30,10,8,18 10:30,18,10:30,10,30
598,12,610,10/8/18 10:45,10,8,18 10:45,18,10:45,10,45
479,6,485,10/8/18 11:00,10,8,18 11:00,18,11:00,11,0
410,5,415,10/8/18 11:15,10,8,18 11:15,18,11:15,11,15
346,4,350,10/8/18 11:30,10,8,18 11:30,18,11:30,11,30
344,5,349,10/8/18 11:45,10,8,18 11:45,18,11:45,11,45
255,1,256,10/8/18 12:00,10,8,18 12:00,18,12:00,12,0
260,2,254,10/8/18 12:15,10,8,18 12:15,18,12:15,12,15
268,1,269,10/8/18 12:30,10,8,18 12:30,18,12:30,12,30
260,1,261,10/8/18 12:45,10,8,18 12:45,18,12:45,12,45
250,1,251,10/8/18 13:00,10,8,18 13:00,18,13:00,13,0
288,3,291,10/8/18 13:15,10,8,18 13:15,18,13:15,13,15
254,2,256,10/8/18 13:30,10,8,18 13:30,18,13:30,13,30
303,4,307,10/8/18 13:45,10,8,18 13:45,18,13:45,13,45
306,3,309,10/8/18 14:00,10,8,18 14:00,18,14:00,14,0
298,2,300,10/8/18 14:15,10,8,18 14:15,18,14:15,14,15
313,2,315,10/8/18 14:30,10,8,18 14:30,18,14:30,14,30
323,3,326,10/8/18 14:45,10,8,18 14:45,18,14:45,14,45
313,6,319,10/8/18 15:00,10,8,18 15:00,18,15:00,15,0
394,2,396,10/8/18 15:15,10,8,18 15:15,18,15:15,15,15
353,2,355,10/8/18 15:30,10,8,18 15:30,18,15:30,15,30
395,1,396,10/8/18 15:45,10,8,18 15:45,18,15:45,15,45
354,4,358,10/8/18 16:00,10,8,18 16:00,18,16:00,16,0
496,3,499,10/8/18 16:15,10,8,18 16:15,18,16:15,16,15
461,6,467,10/8/18 16:30,10,8,18 16:30,18,16:30,16,30
473,5,478,10/8/18 16:45,10,8,18 16:45,18,16:45,16,45
414,4,418,10/8/18 17:00,10,8,18 17:00,18,17:00,17,0
673,5,678,10/8/18 17:15,10,8,18 17:15,18,17:15,17,15
560,3,559,10/8/18 17:30,10,8,18 17:30,18,17:30,17,30
496,5,501,10/8/18 17:45,10,8,18 17:45,18,17:45,17,45
450,1,451,10/8/18 18:00,10,8,18 18:00,18,18:00,18,0
578,2,580,10/8/18 18:15,10,8,18 18:15,18,18:15,18,15
557,3,553,10/8/18 18:30,10,8,18 18:30,18,18:30,18,30
519,6,525,10/8/18 18:45,10,8,18 18:45,18,18:45,18,45
498,3,501,10/8/18 19:00,10,8,18 19:00,18,19:00,19,0
534,5,539,10/8/18 19:15,10,8,18 19:15,18,19:15,19,15
491,5,496,10/8/18 19:30,10,8,18 19:30,18,19:30,19,30
507,5,512,10/8/18 19:45,10,8,18 19:45,18,19:45,19,45
486,7,493,10/8/18 20:00,10,8,18 20:00,18,20:00,20,0
552,8,560,10/8/18 20:15,10,8,18 20:15,18,20:15,20,15
565,8,573,10/8/18 20:30,10,8,18 20:30,18,20:30,20,30
553,5,558,10/8/18 20:45,10,8,18 20:45,18,20:45,20,45
489,11,500,10/8/18 21:00,10,8,18 21:00,18,21:00,21,0
499,11,510,10/8/18 21:15,10,8,18 21:15,18,21:15,21,15
521,9,530,10/8/18 21:30,10,8,18 21:30,18,21:30,21,30
559,6,556,10/8/18 21:45,10,8,18 21:45,18,21:45,21,45
505,9,514,10/8/18 22:00,10,8,18 22:00,18,22:00,22,0
587,8,595,10/8/18 22:15,10,8,18 22:15,18,22:15,22,15
516,3,519,10/8/18 22:30,10,8,18 22:30,18,22:30,22,30
482,3,485,10/8/18 22:45,10,8,18 22:45,18,22:45,22,45
457,2,459,10/8/18 23:00,10,8,18 23:00,18,23:00,23,0
439,3,442,10/8/18 23:15,10,8,18 23:15,18,23:15,23,15
418,2,420,10/8/18 23:30,10,8,18 23:30,18,23:30,23,30
378,3,381,10/8/18 23:45,10,8,18 23:45,18,23:45,23,45
327,5,332,11/8/18 0:00,11,8,18 0:00,18,0:00,0,0
346,6,352,11/8/18 0:15,11,8,18 0:15,18,0:15,0,15
339,5,344,11/8/18 0:30,11,8,18 0:30,18,0:30,0,30
275,3,278,11/8/18 0:45,11,8,18 0:45,18,0:45,0,45
278,5,283,11/8/18 1:00,11,8,18 1:00,18,1:00,1,0
271,6,277,11/8/18 1:15,11,8,18 1:15,18,1:15,1,15
251,5,256,11/8/18 1:30,11,8,18 1:30,18,1:30,1,30
256,6,262,11/8/18 1:45,11,8,18 1:45,18,1:45,1,45
237,4,241,11/8/18 2:00,11,8,18 2:00,18,2:00,2,0
277,2,279,11/8/18 2:15,11,8,18 2:15,18,2:15,2,15
270,5,265,11/8/18 2:30,11,8,18 2:30,18,2:30,2,30
263,2,265,11/8/18 2:45,11,8,18 2:45,18,2:45,2,45
207,2,209,11/8/18 3:00,11,8,18 3:00,18,3:00,3,0
204,4,208,11/8/18 3:15,11,8,18 3:15,18,3:15,3,15
189,2,191,11/8/18 3:30,11,8,18 3:30,18,3:30,3,30
154,4,158,11/8/18 3:45,11,8,18 3:45,18,3:45,3,45
162,3,165,11/8/18 4:00,11,8,18 4:00,18,4:00,4,0
146,7,153,11/8/18 4:15,11,8,18 4:15,18,4:15,4,15
117,2,119,11/8/18 4:30,11,8,18 4:30,18,4:30,4,30
144,1,145,11/8/18 4:45,11,8,18 4:45,18,4:45,4,45
122,2,124,11/8/18 5:00,11,8,18 5:00,18,5:00,5,0
143,3,146,11/8/18 5:15,11,8,18 5:15,18,5:15,5,15
141,2,143,11/8/18 5:30,11,8,18 5:30,18,5:30,5,30
125,2,127,11/8/18 5:45,11,8,18 5:45,18,5:45,5,45
138,2,140,11/8/18 6:00,11,8,18 6:00,18,6:00,6,0
111,1,112,11/8/18 6:15,11,8,18 6:15,18,6:15,6,15
86,2,88,11/8/18 6:34,11,8,18 6:34,18,6:34,6,34
71,1,72,11/8/18 6:45,11,8,18 6:45,18,6:45,6,45
62,1,63,11/8/18 7:00,11,8,18 7:00,18,7:00,7,0
54,1,55,11/8/18 7:15,11,8,18 7:15,18,7:15,7,15
64,3,67,11/8/18 7:30,11,8,18 7:30,18,7:30,7,30
78,2,80,11/8/18 7:45,11,8,18 7:45,18,7:45,7,45
75,1,76,11/8/18 8:00,11,8,18 8:00,18,8:00,8,0
82,1,83,11/8/18 8:15,11,8,18 8:15,18,8:15,8,15
113,2,115,11/8/18 8:30,11,8,18 8:30,18,8:30,8,30
116,2,118,11/8/18 8:45,11,8,18 8:45,18,8:45,8,45
94,1,95,11/8/18 9:00,11,8,18 9:00,18,9:00,9,0
89,1,90,11/8/18 9:15,11,8,18 9:15,18,9:15,9,15
95,1,96,11/8/18 9:30,11,8,18 9:30,18,9:30,9,30
120,2,122,11/8/18 9:45,11,8,18 9:45,18,9:45,9,45
85,1,84,11/8/18 10:00,11,8,18 10:00,18,10:00,10,0
100,1,101,11/8/18 10:15,11,8,18 10:15,18,10:15,10,15
126,3,129,11/8/18 10:30,11,8,18 10:30,18,10:30,10,30
193,2,191,11/8/18 10:45,11,8,18 10:45,18,10:45,10,45
133,2,135,11/8/18 11:00,11,8,18 11:00,18,11:00,11,0
176,4,171,11/8/18 11:15,11,8,18 11:15,18,11:15,11,15
176,3,179,11/8/18 11:30,11,8,18 11:30,18,11:30,11,30
233,2,235,11/8/18 11:45,11,8,18 11:45,18,11:45,11,45
175,5,180,11/8/18 12:00,11,8,18 12:00,18,12:00,12,0
194,1,195,11/8/18 12:15,11,8,18 12:15,18,12:15,12,15
209,1,210,11/8/18 12:30,11,8,18 12:30,18,12:30,12,30
304,5,309,11/8/18 12:45,11,8,18 12:45,18,12:45,12,45
248,6,254,11/8/18 13:00,11,8,18 13:00,18,13:00,13,0
259,4,263,11/8/18 13:15,11,8,18 13:15,18,13:15,13,15
285,3,288,11/8/18 13:30,11,8,18 13:30,18,13:30,13,30
283,9,292,11/8/18 13:45,11,8,18 13:45,18,13:45,13,45
266,4,270,11/8/18 14:00,11,8,18 14:00,18,14:00,14,0
283,3,286,11/8/18 14:15,11,8,18 14:15,18,14:15,14,15
303,3,306,11/8/18 14:30,11,8,18 14:30,18,14:30,14,30
292,1,293,11/8/18 14:45,11,8,18 14:45,18,14:45,14,45
289,2,291,11/8/18 15:00,11,8,18 15:00,18,15:00,15,0
325,2,327,11/8/18 15:15,11,8,18 15:15,18,15:15,15,15
312,1,313,11/8/18 15:30,11,8,18 15:30,18,15:30,15,30
344,2,346,11/8/18 15:45,11,8,18 15:45,18,15:45,15,45
329,4,333,11/8/18 16:00,11,8,18 16:00,18,16:00,16,0
324,4,328,11/8/18 16:15,11,8,18 16:15,18,16:15,16,15
330,2,322,11/8/18 16:30,11,8,18 16:30,18,16:30,16,30
291,7,298,11/8/18 16:45,11,8,18 16:45,18,16:45,16,45
295,2,297,11/8/18 17:00,11,8,18 17:00,18,17:00,17,0
317,4,321,11/8/18 17:15,11,8,18 17:15,18,17:15,17,15
300,1,301,11/8/18 17:30,11,8,18 17:30,18,17:30,17,30
318,0,315,11/8/18 17:45,11,8,18 17:45,18,17:45,17,45
298,0,298,11/8/18 18:00,11,8,18 18:00,18,18:00,18,0
361,0,361,11/8/18 18:15,11,8,18 18:15,18,18:15,18,15
367,7,374,11/8/18 18:30,11,8,18 18:30,18,18:30,18,30
332,6,338,11/8/18 18:45,11,8,18 18:45,18,18:45,18,45
305,4,309,11/8/18 19:00,11,8,18 19:00,18,19:00,19,0
321,6,327,11/8/18 19:15,11,8,18 19:15,18,19:15,19,15
354,7,361,11/8/18 19:30,11,8,18 19:30,18,19:30,19,30
341,4,345,11/8/18 19:45,11,8,18 19:45,18,19:45,19,45
344,3,347,11/8/18 20:00,11,8,18 20:00,18,20:00,20,0
349,7,356,11/8/18 20:15,11,8,18 20:15,18,20:15,20,15
385,6,391,11/8/18 20:30,11,8,18 20:30,18,20:30,20,30
373,5,376,11/8/18 20:45,11,8,18 20:45,18,20:45,20,45
378,2,380,11/8/18 21:00,11,8,18 21:00,18,21:00,21,0
397,0,397,11/8/18 21:15,11,8,18 21:15,18,21:15,21,15
424,2,426,11/8/18 21:30,11,8,18 21:30,18,21:30,21,30
401,3,404,11/8/18 21:45,11,8,18 21:45,18,21:45,21,45
394,1,395,11/8/18 22:00,11,8,18 22:00,18,22:00,22,0
466,4,470,11/8/18 22:15,11,8,18 22:15,18,22:15,22,15
423,2,425,11/8/18 22:30,11,8,18 22:30,18,22:30,22,30
400,3,403,11/8/18 22:45,11,8,18 22:45,18,22:45,22,45
394,4,389,11/8/18 23:00,11,8,18 23:00,18,23:00,23,0
391,0,391,11/8/18 23:15,11,8,18 23:15,18,23:15,23,15
313,0,313,11/8/18 23:30,11,8,18 23:30,18,23:30,23,30
339,2,341,11/8/18 23:45,11,8,18 23:45,18,23:45,23,45
334,4,338,12/8/18 0:00,12,8,18 0:00,18,0:00,0,0
337,4,341,12/8/18 0:15,12,8,18 0:15,18,0:15,0,15
299,2,297,12/8/18 0:30,12,8,18 0:30,18,0:30,0,30
248,2,250,12/8/18 0:45,12,8,18 0:45,18,0:45,0,45
230,3,233,12/8/18 1:00,12,8,18 1:00,18,1:00,1,0
261,4,265,12/8/18 1:15,12,8,18 1:15,18,1:15,1,15
260,3,263,12/8/18 1:30,12,8,18 1:30,18,1:30,1,30
237,2,239,12/8/18 1:45,12,8,18 1:45,18,1:45,1,45
248,0,248,12/8/18 2:00,12,8,18 2:00,18,2:00,2,0
269,0,269,12/8/18 2:15,12,8,18 2:15,18,2:15,2,15
261,2,263,12/8/18 2:30,12,8,18 2:30,18,2:30,2,30
242,3,245,12/8/18 2:45,12,8,18 2:45,18,2:45,2,45
210,3,213,12/8/18 3:00,12,8,18 3:00,18,3:00,3,0
171,1,172,12/8/18 3:15,12,8,18 3:15,18,3:15,3,15
155,1,156,12/8/18 3:30,12,8,18 3:30,18,3:30,3,30
148,1,149,12/8/18 3:45,12,8,18 3:45,18,3:45,3,45
132,3,135,12/8/18 4:00,12,8,18 4:00,18,4:00,4,0
126,0,126,12/8/18 4:15,12,8,18 4:15,18,4:15,4,15
117,1,118,12/8/18 4:30,12,8,18 4:30,18,4:30,4,30
100,2,102,12/8/18 4:45,12,8,18 4:45,18,4:45,4,45
109,2,111,12/8/18 5:00,12,8,18 5:00,18,5:00,5,0
127,2,129,12/8/18 5:15,12,8,18 5:15,18,5:15,5,15
116,0,112,12/8/18 5:30,12,8,18 5:30,18,5:30,5,30
116,0,116,12/8/18 5:45,12,8,18 5:45,18,5:45,5,45
91,0,91,12/8/18 6:00,12,8,18 6:00,18,6:00,6,0
94,0,94,12/8/18 6:15,12,8,18 6:15,18,6:15,6,15
88,1,89,12/8/18 6:34,12,8,18 6:34,18,6:34,6,34
77,0,77,12/8/18 6:45,12,8,18 6:45,18,6:45,6,45
59,1,60,12/8/18 7:00,12,8,18 7:00,18,7:00,7,0
77,0,77,12/8/18 7:15,12,8,18 7:15,18,7:15,7,15
73,2,75,12/8/18 7:30,12,8,18 7:30,18,7:30,7,30
77,2,79,12/8/18 7:45,12,8,18 7:45,18,7:45,7,45
57,0,55,12/8/18 8:00,12,8,18 8:00,18,8:00,8,0
69,1,70,12/8/18 8:15,12,8,18 8:15,18,8:15,8,15
93,0,93,12/8/18 8:30,12,8,18 8:30,18,8:30,8,30
101,0,101,12/8/18 8:45,12,8,18 8:45,18,8:45,8,45
84,1,75,12/8/18 9:00,12,8,18 9:00,18,9:00,9,0
80,1,81,12/8/18 9:15,12,8,18 9:15,18,9:15,9,15
99,1,100,12/8/18 9:30,12,8,18 9:30,18,9:30,9,30
94,1,95,12/8/18 9:45,12,8,18 9:45,18,9:45,9,45
91,1,92,12/8/18 10:00,12,8,18 10:00,18,10:00,10,0
88,0,88,12/8/18 10:15,12,8,18 10:15,18,10:15,10,15
114,1,115,12/8/18 10:30,12,8,18 10:30,18,10:30,10,30
145,1,146,12/8/18 10:45,12,8,18 10:45,18,10:45,10,45
95,0,95,12/8/18 11:00,12,8,18 11:00,18,11:00,11,0
100,0,100,12/8/18 11:15,12,8,18 11:15,18,11:15,11,15
145,4,149,12/8/18 11:30,12,8,18 11:30,18,11:30,11,30
178,2,180,12/8/18 11:45,12,8,18 11:45,18,11:45,11,45
135,2,137,12/8/18 12:00,12,8,18 12:00,18,12:00,12,0
153,1,154,12/8/18 12:15,12,8,18 12:15,18,12:15,12,15
167,0,167,12/8/18 12:30,12,8,18 12:30,18,12:30,12,30
169,1,170,12/8/18 12:45,12,8,18 12:45,18,12:45,12,45
166,1,167,12/8/18 13:00,12,8,18 13:00,18,13:00,13,0
194,0,193,12/8/18 13:15,12,8,18 13:15,18,13:15,13,15
232,1,233,12/8/18 13:30,12,8,18 13:30,18,13:30,13,30
246,4,250,12/8/18 13:45,12,8,18 13:45,18,13:45,13,45
231,1,232,12/8/18 14:00,12,8,18 14:00,18,14:00,14,0
229,0,229,12/8/18 14:15,12,8,18 14:15,18,14:15,14,15
243,0,243,12/8/18 14:30,12,8,18 14:30,18,14:30,14,30
251,0,248,12/8/18 14:45,12,8,18 14:45,18,14:45,14,45
269,0,269,12/8/18 15:00,12,8,18 15:00,18,15:00,15,0
223,2,225,12/8/18 15:15,12,8,18 15:15,18,15:15,15,15
230,1,231,12/8/18 15:30,12,8,18 15:30,18,15:30,15,30
258,3,261,12/8/18 15:45,12,8,18 15:45,18,15:45,15,45
265,2,261,12/8/18 16:00,12,8,18 16:00,18,16:00,16,0
288,2,290,12/8/18 16:15,12,8,18 16:15,18,16:15,16,15
251,4,255,12/8/18 16:30,12,8,18 16:30,18,16:30,16,30
239,1,240,12/8/18 16:45,12,8,18 16:45,18,16:45,16,45
229,2,231,12/8/18 17:00,12,8,18 17:00,18,17:00,17,0
234,2,236,12/8/18 17:15,12,8,18 17:15,18,17:15,17,15
284,0,284,12/8/18 17:30,12,8,18 17:30,18,17:30,17,30
257,2,259,12/8/18 17:45,12,8,18 17:45,18,17:45,17,45
243,2,245,12/8/18 18:00,12,8,18 18:00,18,18:00,18,0
324,1,319,12/8/18 18:15,12,8,18 18:15,18,18:15,18,15
306,0,306,12/8/18 18:30,12,8,18 18:30,18,18:30,18,30
310,3,304,12/8/18 18:45,12,8,18 18:45,18,18:45,18,45
327,3,330,12/8/18 19:00,12,8,18 19:00,18,19:00,19,0
307,2,309,12/8/18 19:15,12,8,18 19:15,18,19:15,19,15
335,1,336,12/8/18 19:30,12,8,18 19:30,18,19:30,19,30
306,3,301,12/8/18 19:45,12,8,18 19:45,18,19:45,19,45
296,4,300,12/8/18 20:00,12,8,18 20:00,18,20:00,20,0
329,3,332,12/8/18 20:15,12,8,18 20:15,18,20:15,20,15
304,7,311,12/8/18 20:30,12,8,18 20:30,18,20:30,20,30
354,7,361,12/8/18 20:45,12,8,18 20:45,18,20:45,20,45
317,7,324,12/8/18 21:00,12,8,18 21:00,18,21:00,21,0
395,3,398,12/8/18 21:15,12,8,18 21:15,18,21:15,21,15
463,1,464,12/8/18 21:30,12,8,18 21:30,18,21:30,21,30
410,1,411,12/8/18 21:45,12,8,18 21:45,18,21:45,21,45
393,2,395,12/8/18 22:00,12,8,18 22:00,18,22:00,22,0
352,5,357,12/8/18 22:15,12,8,18 22:15,18,22:15,22,15
329,10,336,12/8/18 22:30,12,8,18 22:30,18,22:30,22,30
329,11,340,12/8/18 22:45,12,8,18 22:45,18,22:45,22,45
285,6,291,12/8/18 23:00,12,8,18 23:00,18,23:00,23,0
296,4,300,12/8/18 23:15,12,8,18 23:15,18,23:15,23,15
287,3,290,12/8/18 23:30,12,8,18 23:30,18,23:30,23,30
292,5,297,12/8/18 23:45,12,8,18 23:45,18,23:45,23,45
292,2,294,13/8/18 0:00,13,8,18 0:00,18,0:00,0,0
258,2,251,13/8/18 0:15,13,8,18 0:15,18,0:15,0,15
231,1,232,13/8/18 0:30,13,8,18 0:30,18,0:30,0,30
200,3,203,13/8/18 0:45,13,8,18 0:45,18,0:45,0,45
179,3,182,13/8/18 1:00,13,8,18 1:00,18,1:00,1,0
208,5,213,13/8/18 1:15,13,8,18 1:15,18,1:15,1,15
205,3,208,13/8/18 1:30,13,8,18 1:30,18,1:30,1,30
175,2,177,13/8/18 1:45,13,8,18 1:45,18,1:45,1,45
186,1,179,13/8/18 2:00,13,8,18 2:00,18,2:00,2,0
238,1,239,13/8/18 2:15,13,8,18 2:15,18,2:15,2,15
217,2,219,13/8/18 2:30,13,8,18 2:30,18,2:30,2,30
165,1,156,13/8/18 2:45,13,8,18 2:45,18,2:45,2,45
142,2,144,13/8/18 3:00,13,8,18 3:00,18,3:00,3,0
122,2,124,13/8/18 3:15,13,8,18 3:15,18,3:15,3,15
96,5,101,13/8/18 3:30,13,8,18 3:30,18,3:30,3,30
99,0,99,13/8/18 3:45,13,8,18 3:45,18,3:45,3,45
86,0,86,13/8/18 4:00,13,8,18 4:00,18,4:00,4,0
33,0,33,13/8/18 4:15,13,8,18 4:15,18,4:15,4,15
18,0,18,13/8/18 4:30,13,8,18 4:30,18,4:30,4,30
17,0,17,13/8/18 4:45,13,8,18 4:45,18,4:45,4,45
16,0,16,13/8/18 5:00,13,8,18 5:00,18,5:00,5,0
15,0,15,13/8/18 5:15,13,8,18 5:15,18,5:15,5,15
15,0,15,13/8/18 5:30,13,8,18 5:30,18,5:30,5,30
15,0,15,13/8/18 5:45,13,8,18 5:45,18,5:45,5,45
15,0,15,13/8/18 6:00,13,8,18 6:00,18,6:00,6,0
15,0,15,13/8/18 6:15,13,8,18 6:15,18,6:15,6,15
15,0,15,13/8/18 6:34,13,8,18 6:34,18,6:34,6,34
15,0,15,13/8/18 6:45,13,8,18 6:45,18,6:45,6,45
16,0,16,13/8/18 7:00,13,8,18 7:00,18,7:00,7,0
39,0,39,13/8/18 7:15,13,8,18 7:15,18,7:15,7,15
38,0,38,13/8/18 7:30,13,8,18 7:30,18,7:30,7,30
54,0,54,13/8/18 7:45,13,8,18 7:45,18,7:45,7,45
47,1,48,13/8/18 8:00,13,8,18 8:00,18,8:00,8,0
68,0,68,13/8/18 8:15,13,8,18 8:15,18,8:15,8,15
97,1,98,13/8/18 8:30,13,8,18 8:30,18,8:30,8,30
161,1,162,13/8/18 8:45,13,8,18 8:45,18,8:45,8,45
127,0,125,13/8/18 9:00,13,8,18 9:00,18,9:00,9,0
171,1,172,13/8/18 9:15,13,8,18 9:15,18,9:15,9,15
296,1,297,13/8/18 9:30,13,8,18 9:30,18,9:30,9,30
477,4,481,13/8/18 9:45,13,8,18 9:45,18,9:45,9,45
373,3,376,13/8/18 10:00,13,8,18 10:00,18,10:00,10,0
407,6,413,13/8/18 10:15,13,8,18 10:15,18,10:15,10,15
497,5,502,13/8/18 10:30,13,8,18 10:30,18,10:30,10,30
556,10,566,13/8/18 10:45,13,8,18 10:45,18,10:45,10,45
440,12,452,13/8/18 11:00,13,8,18 11:00,18,11:00,11,0
323,4,327,13/8/18 11:15,13,8,18 11:15,18,11:15,11,15
300,3,303,13/8/18 11:30,13,8,18 11:30,18,11:30,11,30
297,1,298,13/8/18 11:45,13,8,18 11:45,18,11:45,11,45
242,6,248,13/8/18 12:00,13,8,18 12:00,18,12:00,12,0
229,5,234,13/8/18 12:15,13,8,18 12:15,18,12:15,12,15
214,1,215,13/8/18 12:30,13,8,18 12:30,18,12:30,12,30
264,0,264,13/8/18 12:45,13,8,18 12:45,18,12:45,12,45
226,0,226,13/8/18 13:00,13,8,18 13:00,18,13:00,13,0
241,0,241,13/8/18 13:15,13,8,18 13:15,18,13:15,13,15
248,2,250,13/8/18 13:30,13,8,18 13:30,18,13:30,13,30
256,4,260,13/8/18 13:45,13,8,18 13:45,18,13:45,13,45
276,2,269,13/8/18 14:00,13,8,18 14:00,18,14:00,14,0
276,2,278,13/8/18 14:15,13,8,18 14:15,18,14:15,14,15
285,2,287,13/8/18 14:30,13,8,18 14:30,18,14:30,14,30
291,3,294,13/8/18 14:45,13,8,18 14:45,18,14:45,14,45
288,7,295,13/8/18 15:00,13,8,18 15:00,18,15:00,15,0
335,11,346,13/8/18 15:15,13,8,18 15:15,18,15:15,15,15
315,2,317,13/8/18 15:30,13,8,18 15:30,18,15:30,15,30
345,2,347,13/8/18 15:45,13,8,18 15:45,18,15:45,15,45
326,1,327,13/8/18 16:00,13,8,18 16:00,18,16:00,16,0
395,1,396,13/8/18 16:15,13,8,18 16:15,18,16:15,16,15
329,4,333,13/8/18 16:30,13,8,18 16:30,18,16:30,16,30
350,5,355,13/8/18 16:45,13,8,18 16:45,18,16:45,16,45
312,2,314,13/8/18 17:00,13,8,18 17:00,18,17:00,17,0
487,7,494,13/8/18 17:15,13,8,18 17:15,18,17:15,17,15
424,5,429,13/8/18 17:30,13,8,18 17:30,18,17:30,17,30
428,6,434,13/8/18 17:45,13,8,18 17:45,18,17:45,17,45
345,5,348,13/8/18 18:00,13,8,18 18:00,18,18:00,18,0
398,12,410,13/8/18 18:15,13,8,18 18:15,18,18:15,18,15
401,5,406,13/8/18 18:30,13,8,18 18:30,18,18:30,18,30
382,4,386,13/8/18 18:45,13,8,18 18:45,18,18:45,18,45
379,3,382,13/8/18 19:00,13,8,18 19:00,18,19:00,19,0
528,5,533,13/8/18 19:15,13,8,18 19:15,18,19:15,19,15
470,3,473,13/8/18 19:30,13,8,18 19:30,18,19:30,19,30
532,6,538,13/8/18 19:45,13,8,18 19:45,18,19:45,19,45
543,8,551,13/8/18 20:00,13,8,18 20:00,18,20:00,20,0
696,10,706,13/8/18 20:15,13,8,18 20:15,18,20:15,20,15
673,3,676,13/8/18 20:30,13,8,18 20:30,18,20:30,20,30
608,4,612,13/8/18 20:45,13,8,18 20:45,18,20:45,20,45
527,1,528,13/8/18 21:00,13,8,18 21:00,18,21:00,21,0
595,4,599,13/8/18 21:15,13,8,18 21:15,18,21:15,21,15
549,8,552,13/8/18 21:30,13,8,18 21:30,18,21:30,21,30
531,8,539,13/8/18 21:45,13,8,18 21:45,18,21:45,21,45
495,4,499,13/8/18 22:00,13,8,18 22:00,18,22:00,22,0
533,3,536,13/8/18 22:15,13,8,18 22:15,18,22:15,22,15
455,2,457,13/8/18 22:30,13,8,18 22:30,18,22:30,22,30
429,1,430,13/8/18 22:45,13,8,18 22:45,18,22:45,22,45
395,2,397,13/8/18 23:00,13,8,18 23:00,18,23:00,23,0
402,6,408,13/8/18 23:15,13,8,18 23:15,18,23:15,23,15
386,1,387,13/8/18 23:30,13,8,18 23:30,18,23:30,23,30
355,0,355,13/8/18 23:45,13,8,18 23:45,18,23:45,23,45
305,1,306,14/8/18 0:00,14,8,18 0:00,18,0:00,0,0
323,5,328,14/8/18 0:15,14,8,18 0:15,18,0:15,0,15
290,1,291,14/8/18 0:30,14,8,18 0:30,18,0:30,0,30
