logs__queries__correct,logs__queries__error,logs__users,logs__timestamp,dia,mes,aux,año,time,hora,min
392,5,397,5/8/18 23:00,5,8,18 23:00,18,23:00,23,0
366,4,370,5/8/18 23:15,5,8,18 23:15,18,23:15,23,15
352,5,357,5/8/18 23:30,5,8,18 23:30,18,23:30,23,30
355,5,360,5/8/18 23:45,5,8,18 23:45,18,23:45,23,45
300,4,304,6/8/18 0:00,6,8,18 0:00,18,0:00,0,0
300,5,305,6/8/18 0:15,6,8,18 0:15,18,0:15,0,15
303,2,305,6/8/18 0:30,6,8,18 0:30,18,0:30,0,30
280,2,282,6/8/18 0:45,6,8,18 0:45,18,0:45,0,45
217,2,219,6/8/18 1:00,6,8,18 1:00,18,1:00,1,0
263,2,265,6/8/18 1:15,6,8,18 1:15,18,1:15,1,15
245,3,248,6/8/18 1:30,6,8,18 1:30,18,1:30,1,30
200,2,202,6/8/18 1:45,6,8,18 1:45,18,1:45,1,45
184,0,184,6/8/18 2:00,6,8,18 2:00,18,2:00,2,0
217,0,217,6/8/18 2:15,6,8,18 2:15,18,2:15,2,15
196,0,196,6/8/18 2:30,6,8,18 2:30,18,2:30,2,30
186,4,190,6/8/18 2:45,6,8,18 2:45,18,2:45,2,45
165,2,167,6/8/18 3:00,6,8,18 3:00,18,3:00,3,0
142,4,140,6/8/18 3:15,6,8,18 3:15,18,3:15,3,15
105,2,107,6/8/18 3:30,6,8,18 3:30,18,3:30,3,30
92,0,92,6/8/18 3:45,6,8,18 3:45,18,3:45,3,45
62,0,62,6/8/18 4:00,6,8,18 4:00,18,4:00,4,0
30,0,26,6/8/18 4:15,6,8,18 4:15,18,4:15,4,15
18,0,18,6/8/18 4:30,6,8,18 4:30,18,4:30,4,30
17,0,17,6/8/18 4:45,6,8,18 4:45,18,4:45,4,45
14,0,14,6/8/18 5:00,6,8,18 5:00,18,5:00,5,0
17,0,14,6/8/18 5:15,6,8,18 5:15,18,5:15,5,15
13,0,13,6/8/18 5:30,6,8,18 5:30,18,5:30,5,30
13,0,13,6/8/18 5:45,6,8,18 5:45,18,5:45,5,45
12,0,12,6/8/18 6:00,6,8,18 6:00,18,6:00,6,0
12,0,12,6/8/18 6:15,6,8,18 6:15,18,6:15,6,15
12,0,12,6/8/18 6:34,6,8,18 6:34,18,6:34,6,34
12,0,12,6/8/18 6:45,6,8,18 6:45,18,6:45,6,45
18,0,14,6/8/18 7:00,6,8,18 7:00,18,7:00,7,0
41,0,41,6/8/18 7:15,6,8,18 7:15,18,7:15,7,15
51,0,51,6/8/18 7:30,6,8,18 7:30,18,7:30,7,30
55,0,55,6/8/18 7:45,6,8,18 7:45,18,7:45,7,45
47,0,47,6/8/18 8:00,6,8,18 8:00,18,8:00,8,0
58,1,59,6/8/18 8:15,6,8,18 8:15,18,8:15,8,15
114,1,115,6/8/18 8:30,6,8,18 8:30,18,8:30,8,30
177,3,180,6/8/18 8:45,6,8,18 8:45,18,8:45,8,45
120,0,120,6/8/18 9:00,6,8,18 9:00,18,9:00,9,0
198,0,198,6/8/18 9:15,6,8,18 9:15,18,9:15,9,15
311,5,316,6/8/18 9:30,6,8,18 9:30,18,9:30,9,30
532,8,540,6/8/18 9:45,6,8,18 9:45,18,9:45,9,45
493,8,501,6/8/18 10:00,6,8,18 10:00,18,10:00,10,0
503,9,512,6/8/18 10:15,6,8,18 10:15,18,10:15,10,15
546,13,559,6/8/18 10:30,6,8,18 10:30,18,10:30,10,30
657,13,670,6/8/18 10:45,6,8,18 10:45,18,10:45,10,45
539,13,552,6/8/18 11:00,6,8,18 11:00,18,11:00,11,0
419,6,420,6/8/18 11:15,6,8,18 11:15,18,11:15,11,15
349,11,360,6/8/18 11:30,6,8,18 11:30,18,11:30,11,30
344,4,348,6/8/18 11:45,6,8,18 11:45,18,11:45,11,45
277,7,284,6/8/18 12:00,6,8,18 12:00,18,12:00,12,0
214,4,218,6/8/18 12:15,6,8,18 12:15,18,12:15,12,15
237,4,241,6/8/18 12:30,6,8,18 12:30,18,12:30,12,30
284,9,293,6/8/18 12:45,6,8,18 12:45,18,12:45,12,45
234,7,241,6/8/18 13:00,6,8,18 13:00,18,13:00,13,0
257,8,265,6/8/18 13:15,6,8,18 13:15,18,13:15,13,15
250,10,260,6/8/18 13:30,6,8,18 13:30,18,13:30,13,30
274,10,284,6/8/18 13:45,6,8,18 13:45,18,13:45,13,45
238,6,244,6/8/18 14:00,6,8,18 14:00,18,14:00,14,0
255,5,260,6/8/18 14:15,6,8,18 14:15,18,14:15,14,15
260,8,268,6/8/18 14:30,6,8,18 14:30,18,14:30,14,30
285,6,291,6/8/18 14:45,6,8,18 14:45,18,14:45,14,45
280,8,284,6/8/18 15:00,6,8,18 15:00,18,15:00,15,0
310,10,320,6/8/18 15:15,6,8,18 15:15,18,15:15,15,15
301,9,310,6/8/18 15:30,6,8,18 15:30,18,15:30,15,30
333,5,338,6/8/18 15:45,6,8,18 15:45,18,15:45,15,45
285,6,291,6/8/18 16:00,6,8,18 16:00,18,16:00,16,0
368,9,377,6/8/18 16:15,6,8,18 16:15,18,16:15,16,15
344,11,355,6/8/18 16:30,6,8,18 16:30,18,16:30,16,30
377,10,387,6/8/18 16:45,6,8,18 16:45,18,16:45,16,45
293,9,302,6/8/18 17:00,6,8,18 17:00,18,17:00,17,0
538,16,554,6/8/18 17:15,6,8,18 17:15,18,17:15,17,15
382,15,397,6/8/18 17:30,6,8,18 17:30,18,17:30,17,30
357,12,369,6/8/18 17:45,6,8,18 17:45,18,17:45,17,45
349,10,357,6/8/18 18:00,6,8,18 18:00,18,18:00,18,0
426,9,435,6/8/18 18:15,6,8,18 18:15,18,18:15,18,15
392,8,392,6/8/18 18:30,6,8,18 18:30,18,18:30,18,30
392,9,401,6/8/18 18:45,6,8,18 18:45,18,18:45,18,45
380,13,393,6/8/18 19:00,6,8,18 19:00,18,19:00,19,0
490,14,504,6/8/18 19:15,6,8,18 19:15,18,19:15,19,15
515,6,521,6/8/18 19:30,6,8,18 19:30,18,19:30,19,30
534,11,545,6/8/18 19:45,6,8,18 19:45,18,19:45,19,45
544,10,554,6/8/18 20:00,6,8,18 20:00,18,20:00,20,0
744,10,754,6/8/18 20:15,6,8,18 20:15,18,20:15,20,15
690,9,699,6/8/18 20:30,6,8,18 20:30,18,20:30,20,30
680,12,692,6/8/18 20:45,6,8,18 20:45,18,20:45,20,45
626,5,631,6/8/18 21:00,6,8,18 21:00,18,21:00,21,0
598,6,604,6/8/18 21:15,6,8,18 21:15,18,21:15,21,15
569,10,579,6/8/18 21:30,6,8,18 21:30,18,21:30,21,30
600,9,609,6/8/18 21:45,6,8,18 21:45,18,21:45,21,45
487,9,496,6/8/18 22:00,6,8,18 22:00,18,22:00,22,0
560,9,569,6/8/18 22:15,6,8,18 22:15,18,22:15,22,15
544,8,552,6/8/18 22:30,6,8,18 22:30,18,22:30,22,30
498,7,505,6/8/18 22:45,6,8,18 22:45,18,22:45,22,45
457,5,462,6/8/18 23:00,6,8,18 23:00,18,23:00,23,0
449,8,457,6/8/18 23:15,6,8,18 23:15,18,23:15,23,15
415,2,417,6/8/18 23:30,6,8,18 23:30,18,23:30,23,30
420,3,423,6/8/18 23:45,6,8,18 23:45,18,23:45,23,45
335,3,338,7/8/18 0:00,7,8,18 0:00,18,0:00,0,0
376,7,383,7/8/18 0:15,7,8,18 0:15,18,0:15,0,15
324,3,327,7/8/18 0:30,7,8,18 0:30,18,0:30,0,30
285,4,289,7/8/18 0:45,7,8,18 0:45,18,0:45,0,45
228,6,234,7/8/18 1:00,7,8,18 1:00,18,1:00,1,0
221,4,225,7/8/18 1:15,7,8,18 1:15,18,1:15,1,15
226,5,222,7/8/18 1:30,7,8,18 1:30,18,1:30,1,30
208,3,211,7/8/18 1:45,7,8,18 1:45,18,1:45,1,45
178,3,181,7/8/18 2:00,7,8,18 2:00,18,2:00,2,0
237,5,238,7/8/18 2:15,7,8,18 2:15,18,2:15,2,15
180,7,187,7/8/18 2:30,7,8,18 2:30,18,2:30,2,30
180,6,186,7/8/18 2:45,7,8,18 2:45,18,2:45,2,45
174,3,177,7/8/18 3:00,7,8,18 3:00,18,3:00,3,0
144,4,148,7/8/18 3:15,7,8,18 3:15,18,3:15,3,15
137,5,142,7/8/18 3:30,7,8,18 3:30,18,3:30,3,30
119,4,123,7/8/18 3:45,7,8,18 3:45,18,3:45,3,45
105,3,108,7/8/18 4:00,7,8,18 4:00,18,4:00,4,0
48,2,50,7/8/18 4:15,7,8,18 4:15,18,4:15,4,15
32,2,34,7/8/18 4:30,7,8,18 4:30,18,4:30,4,30
27,2,29,7/8/18 4:45,7,8,18 4:45,18,4:45,4,45
26,2,28,7/8/18 5:00,7,8,18 5:00,18,5:00,5,0
23,2,25,7/8/18 5:15,7,8,18 5:15,18,5:15,5,15
23,2,25,7/8/18 5:30,7,8,18 5:30,18,5:30,5,30
22,2,24,7/8/18 5:45,7,8,18 5:45,18,5:45,5,45
19,2,21,7/8/18 6:00,7,8,18 6:00,18,6:00,6,0
27,2,21,7/8/18 6:15,7,8,18 6:15,18,6:15,6,15
19,2,21,7/8/18 6:34,7,8,18 6:34,18,6:34,6,34
19,2,21,7/8/18 6:45,7,8,18 6:45,18,6:45,6,45
22,2,24,7/8/18 7:00,7,8,18 7:00,18,7:00,7,0
42,2,44,7/8/18 7:15,7,8,18 7:15,18,7:15,7,15
57,2,52,7/8/18 7:30,7,8,18 7:30,18,7:30,7,30
66,2,68,7/8/18 7:45,7,8,18 7:45,18,7:45,7,45
53,2,55,7/8/18 8:00,7,8,18 8:00,18,8:00,8,0
72,2,74,7/8/18 8:15,7,8,18 8:15,18,8:15,8,15
117,3,120,7/8/18 8:30,7,8,18 8:30,18,8:30,8,30
172,5,177,7/8/18 8:45,7,8,18 8:45,18,8:45,8,45
145,2,140,7/8/18 9:00,7,8,18 9:00,18,9:00,9,0
211,3,212,7/8/18 9:15,7,8,18 9:15,18,9:15,9,15
331,6,337,7/8/18 9:30,7,8,18 9:30,18,9:30,9,30
633,6,639,7/8/18 9:45,7,8,18 9:45,18,9:45,9,45
579,8,587,7/8/18 10:00,7,8,18 10:00,18,10:00,10,0
545,10,555,7/8/18 10:15,7,8,18 10:15,18,10:15,10,15
598,12,610,7/8/18 10:30,7,8,18 10:30,18,10:30,10,30
702,18,720,7/8/18 10:45,7,8,18 10:45,18,10:45,10,45
544,14,558,7/8/18 11:00,7,8,18 11:00,18,11:00,11,0
472,9,481,7/8/18 11:15,7,8,18 11:15,18,11:15,11,15
374,9,383,7/8/18 11:30,7,8,18 11:30,18,11:30,11,30
399,7,406,7/8/18 11:45,7,8,18 11:45,18,11:45,11,45
329,5,334,7/8/18 12:00,7,8,18 12:00,18,12:00,12,0
261,2,263,7/8/18 12:15,7,8,18 12:15,18,12:15,12,15
264,3,267,7/8/18 12:30,7,8,18 12:30,18,12:30,12,30
287,3,290,7/8/18 12:45,7,8,18 12:45,18,12:45,12,45
262,2,264,7/8/18 13:00,7,8,18 13:00,18,13:00,13,0
261,4,265,7/8/18 13:15,7,8,18 13:15,18,13:15,13,15
288,4,292,7/8/18 13:30,7,8,18 13:30,18,13:30,13,30
318,2,313,7/8/18 13:45,7,8,18 13:45,18,13:45,13,45
285,2,287,7/8/18 14:00,7,8,18 14:00,18,14:00,14,0
270,4,274,7/8/18 14:15,7,8,18 14:15,18,14:15,14,15
259,3,262,7/8/18 14:30,7,8,18 14:30,18,14:30,14,30
273,3,276,7/8/18 14:45,7,8,18 14:45,18,14:45,14,45
238,5,243,7/8/18 15:00,7,8,18 15:00,18,15:00,15,0
318,10,328,7/8/18 15:15,7,8,18 15:15,18,15:15,15,15
295,5,300,7/8/18 15:30,7,8,18 15:30,18,15:30,15,30
318,2,320,7/8/18 15:45,7,8,18 15:45,18,15:45,15,45
327,1,328,7/8/18 16:00,7,8,18 16:00,18,16:00,16,0
386,7,393,7/8/18 16:15,7,8,18 16:15,18,16:15,16,15
362,8,370,7/8/18 16:30,7,8,18 16:30,18,16:30,16,30
361,6,367,7/8/18 16:45,7,8,18 16:45,18,16:45,16,45
343,4,347,7/8/18 17:00,7,8,18 17:00,18,17:00,17,0
520,8,528,7/8/18 17:15,7,8,18 17:15,18,17:15,17,15
434,4,437,7/8/18 17:30,7,8,18 17:30,18,17:30,17,30
429,2,430,7/8/18 17:45,7,8,18 17:45,18,17:45,17,45
374,5,379,7/8/18 18:00,7,8,18 18:00,18,18:00,18,0
419,5,424,7/8/18 18:15,7,8,18 18:15,18,18:15,18,15
415,4,411,7/8/18 18:30,7,8,18 18:30,18,18:30,18,30
419,9,428,7/8/18 18:45,7,8,18 18:45,18,18:45,18,45
414,6,420,7/8/18 19:00,7,8,18 19:00,18,19:00,19,0
526,5,531,7/8/18 19:15,7,8,18 19:15,18,19:15,19,15
498,8,504,7/8/18 19:30,7,8,18 19:30,18,19:30,19,30
581,5,586,7/8/18 19:45,7,8,18 19:45,18,19:45,19,45
574,6,580,7/8/18 20:00,7,8,18 20:00,18,20:00,20,0
800,17,808,7/8/18 20:15,7,8,18 20:15,18,20:15,20,15
735,9,744,7/8/18 20:30,7,8,18 20:30,18,20:30,20,30
681,8,689,7/8/18 20:45,7,8,18 20:45,18,20:45,20,45
650,5,655,7/8/18 21:00,7,8,18 21:00,18,21:00,21,0
661,7,668,7/8/18 21:15,7,8,18 21:15,18,21:15,21,15
657,7,657,7/8/18 21:30,7,8,18 21:30,18,21:30,21,30
673,7,680,7/8/18 21:45,7,8,18 21:45,18,21:45,21,45
556,10,566,7/8/18 22:00,7,8,18 22:00,18,22:00,22,0
575,10,585,7/8/18 22:15,7,8,18 22:15,18,22:15,22,15
576,6,582,7/8/18 22:30,7,8,18 22:30,18,22:30,22,30
522,5,527,7/8/18 22:45,7,8,18 22:45,18,22:45,22,45
493,7,499,7/8/18 23:00,7,8,18 23:00,18,23:00,23,0
493,5,498,7/8/18 23:15,7,8,18 23:15,18,23:15,23,15
446,11,457,7/8/18 23:30,7,8,18 23:30,18,23:30,23,30
392,11,403,7/8/18 23:45,7,8,18 23:45,18,23:45,23,45
367,4,371,8/8/18 0:00,8,8,18 0:00,18,0:00,0,0
376,1,377,8/8/18 0:15,8,8,18 0:15,18,0:15,0,15
311,2,313,8/8/18 0:30,8,8,18 0:30,18,0:30,0,30
287,2,289,8/8/18 0:45,8,8,18 0:45,18,0:45,0,45
250,6,256,8/8/18 1:00,8,8,18 1:00,18,1:00,1,0
293,9,296,8/8/18 1:15,8,8,18 1:15,18,1:15,1,15
276,7,283,8/8/18 1:30,8,8,18 1:30,18,1:30,1,30
255,2,257,8/8/18 1:45,8,8,18 1:45,18,1:45,1,45
249,1,250,8/8/18 2:00,8,8,18 2:00,18,2:00,2,0
260,1,261,8/8/18 2:15,8,8,18 2:15,18,2:15,2,15
233,4,237,8/8/18 2:30,8,8,18 2:30,18,2:30,2,30
194,3,197,8/8/18 2:45,8,8,18 2:45,18,2:45,2,45
188,0,188,8/8/18 3:00,8,8,18 3:00,18,3:00,3,0
197,2,199,8/8/18 3:15,8,8,18 3:15,18,3:15,3,15
162,1,163,8/8/18 3:30,8,8,18 3:30,18,3:30,3,30
145,1,146,8/8/18 3:45,8,8,18 3:45,18,3:45,3,45
126,0,126,8/8/18 4:00,8,8,18 4:00,18,4:00,4,0
60,0,60,8/8/18 4:15,8,8,18 4:15,18,4:15,4,15
49,0,46,8/8/18 4:30,8,8,18 4:30,18,4:30,4,30
50,0,44,8/8/18 4:45,8,8,18 4:45,18,4:45,4,45
40,0,40,8/8/18 5:00,8,8,18 5:00,18,5:00,5,0
38,0,38,8/8/18 5:15,8,8,18 5:15,18,5:15,5,15
37,0,37,8/8/18 5:30,8,8,18 5:30,18,5:30,5,30
36,0,36,8/8/18 5:45,8,8,18 5:45,18,5:45,5,45
29,0,29,8/8/18 6:00,8,8,18 6:00,18,6:00,6,0
38,0,29,8/8/18 6:15,8,8,18 6:15,18,6:15,6,15
28,0,28,8/8/18 6:34,8,8,18 6:34,18,6:34,6,34
28,0,28,8/8/18 6:45,8,8,18 6:45,18,6:45,6,45
31,0,31,8/8/18 7:00,8,8,18 7:00,18,7:00,7,0
60,0,60,8/8/18 7:15,8,8,18 7:15,18,7:15,7,15
60,0,60,8/8/18 7:30,8,8,18 7:30,18,7:30,7,30
72,0,72,8/8/18 7:45,8,8,18 7:45,18,7:45,7,45
66,1,67,8/8/18 8:00,8,8,18 8:00,18,8:00,8,0
93,2,95,8/8/18 8:15,8,8,18 8:15,18,8:15,8,15
130,0,130,8/8/18 8:30,8,8,18 8:30,18,8:30,8,30
199,2,201,8/8/18 8:45,8,8,18 8:45,18,8:45,8,45
166,1,167,8/8/18 9:00,8,8,18 9:00,18,9:00,9,0
219,2,221,8/8/18 9:15,8,8,18 9:15,18,9:15,9,15
339,5,344,8/8/18 9:30,8,8,18 9:30,18,9:30,9,30
606,5,611,8/8/18 9:45,8,8,18 9:45,18,9:45,9,45
540,5,545,8/8/18 10:00,8,8,18 10:00,18,10:00,10,0
522,9,531,8/8/18 10:15,8,8,18 10:15,18,10:15,10,15
548,11,559,8/8/18 10:30,8,8,18 10:30,18,10:30,10,30
664,17,681,8/8/18 10:45,8,8,18 10:45,18,10:45,10,45
517,14,523,8/8/18 11:00,8,8,18 11:00,18,11:00,11,0
447,3,450,8/8/18 11:15,8,8,18 11:15,18,11:15,11,15
423,8,431,8/8/18 11:30,8,8,18 11:30,18,11:30,11,30
392,5,393,8/8/18 11:45,8,8,18 11:45,18,11:45,11,45
286,6,292,8/8/18 12:00,8,8,18 12:00,18,12:00,12,0
288,3,284,8/8/18 12:15,8,8,18 12:15,18,12:15,12,15
277,2,279,8/8/18 12:30,8,8,18 12:30,18,12:30,12,30
275,2,277,8/8/18 12:45,8,8,18 12:45,18,12:45,12,45
271,2,273,8/8/18 13:00,8,8,18 13:00,18,13:00,13,0
266,5,271,8/8/18 13:15,8,8,18 13:15,18,13:15,13,15
275,3,278,8/8/18 13:30,8,8,18 13:30,18,13:30,13,30
349,5,354,8/8/18 13:45,8,8,18 13:45,18,13:45,13,45
292,6,298,8/8/18 14:00,8,8,18 14:00,18,14:00,14,0
270,4,274,8/8/18 14:15,8,8,18 14:15,18,14:15,14,15
282,5,285,8/8/18 14:30,8,8,18 14:30,18,14:30,14,30
281,3,284,8/8/18 14:45,8,8,18 14:45,18,14:45,14,45
296,5,301,8/8/18 15:00,8,8,18 15:00,18,15:00,15,0
342,7,349,8/8/18 15:15,8,8,18 15:15,18,15:15,15,15
361,6,367,8/8/18 15:30,8,8,18 15:30,18,15:30,15,30
352,3,355,8/8/18 15:45,8,8,18 15:45,18,15:45,15,45
341,3,344,8/8/18 16:00,8,8,18 16:00,18,16:00,16,0
429,6,435,8/8/18 16:15,8,8,18 16:15,18,16:15,16,15
359,6,365,8/8/18 16:30,8,8,18 16:30,18,16:30,16,30
412,5,417,8/8/18 16:45,8,8,18 16:45,18,16:45,16,45
334,3,327,8/8/18 17:00,8,8,18 17:00,18,17:00,17,0
537,6,543,8/8/18 17:15,8,8,18 17:15,18,17:15,17,15
471,8,479,8/8/18 17:30,8,8,18 17:30,18,17:30,17,30
418,6,424,8/8/18 17:45,8,8,18 17:45,18,17:45,17,45
377,7,384,8/8/18 18:00,8,8,18 18:00,18,18:00,18,0
424,10,434,8/8/18 18:15,8,8,18 18:15,18,18:15,18,15
435,9,444,8/8/18 18:30,8,8,18 18:30,18,18:30,18,30
446,8,454,8/8/18 18:45,8,8,18 18:45,18,18:45,18,45
432,9,441,8/8/18 19:00,8,8,18 19:00,18,19:00,19,0
478,9,487,8/8/18 19:15,8,8,18 19:15,18,19:15,19,15
516,9,525,8/8/18 19:30,8,8,18 19:30,18,19:30,19,30
546,8,554,8/8/18 19:45,8,8,18 19:45,18,19:45,19,45
540,10,550,8/8/18 20:00,8,8,18 20:00,18,20:00,20,0
742,15,757,8/8/18 20:15,8,8,18 20:15,18,20:15,20,15
725,9,734,8/8/18 20:30,8,8,18 20:30,18,20:30,20,30
699,6,704,8/8/18 20:45,8,8,18 20:45,18,20:45,20,45
636,10,646,8/8/18 21:00,8,8,18 21:00,18,21:00,21,0
669,13,682,8/8/18 21:15,8,8,18 21:15,18,21:15,21,15
646,11,657,8/8/18 21:30,8,8,18 21:30,18,21:30,21,30
666,12,678,8/8/18 21:45,8,8,18 21:45,18,21:45,21,45
585,13,598,8/8/18 22:00,8,8,18 22:00,18,22:00,22,0
588,12,600,8/8/18 22:15,8,8,18 22:15,18,22:15,22,15
538,11,549,8/8/18 22:30,8,8,18 22:30,18,22:30,22,30
526,18,544,8/8/18 22:45,8,8,18 22:45,18,22:45,22,45
467,13,480,8/8/18 23:00,8,8,18 23:00,18,23:00,23,0
345,12,357,8/8/18 23:15,8,8,18 23:15,18,23:15,23,15
384,10,394,8/8/18 23:30,8,8,18 23:30,18,23:30,23,30
327,7,334,8/8/18 23:45,8,8,18 23:45,18,23:45,23,45
332,9,341,9/8/18 0:00,9,8,18 0:00,18,0:00,0,0
337,8,345,9/8/18 0:15,9,8,18 0:15,18,0:15,0,15
333,7,340,9/8/18 0:30,9,8,18 0:30,18,0:30,0,30
282,5,287,9/8/18 0:45,9,8,18 0:45,18,0:45,0,45
242,10,252,9/8/18 1:00,9,8,18 1:00,18,1:00,1,0
270,11,281,9/8/18 1:15,9,8,18 1:15,18,1:15,1,15
253,10,263,9/8/18 1:30,9,8,18 1:30,18,1:30,1,30
278,8,286,9/8/18 1:45,9,8,18 1:45,18,1:45,1,45
286,7,293,9/8/18 2:00,9,8,18 2:00,18,2:00,2,0
295,6,301,9/8/18 2:15,9,8,18 2:15,18,2:15,2,15
240,8,248,9/8/18 2:30,9,8,18 2:30,18,2:30,2,30
218,7,225,9/8/18 2:45,9,8,18 2:45,18,2:45,2,45
191,5,196,9/8/18 3:00,9,8,18 3:00,18,3:00,3,0
153,7,160,9/8/18 3:15,9,8,18 3:15,18,3:15,3,15
121,9,130,9/8/18 3:30,9,8,18 3:30,18,3:30,3,30
97,5,102,9/8/18 3:45,9,8,18 3:45,18,3:45,3,45
103,9,112,9/8/18 4:00,9,8,18 4:00,18,4:00,4,0
39,9,48,9/8/18 4:15,9,8,18 4:15,18,4:15,4,15
32,7,33,9/8/18 4:30,9,8,18 4:30,18,4:30,4,30
21,2,23,9/8/18 4:45,9,8,18 4:45,18,4:45,4,45
17,2,19,9/8/18 5:00,9,8,18 5:00,18,5:00,5,0
17,0,17,9/8/18 5:15,9,8,18 5:15,18,5:15,5,15
15,0,15,9/8/18 5:30,9,8,18 5:30,18,5:30,5,30
20,0,14,9/8/18 5:45,9,8,18 5:45,18,5:45,5,45
14,0,14,9/8/18 6:00,9,8,18 6:00,18,6:00,6,0
14,0,14,9/8/18 6:15,9,8,18 6:15,18,6:15,6,15
14,0,14,9/8/18 6:34,9,8,18 6:34,18,6:34,6,34
14,0,14,9/8/18 6:45,9,8,18 6:45,18,6:45,6,45
20,0,20,9/8/18 7:00,9,8,18 7:00,18,7:00,7,0
53,0,44,9/8/18 7:15,9,8,18 7:15,18,7:15,7,15
41,0,41,9/8/18 7:30,9,8,18 7:30,18,7:30,7,30
64,0,64,9/8/18 7:45,9,8,18 7:45,18,7:45,7,45
68,0,68,9/8/18 8:00,9,8,18 8:00,18,8:00,8,0
77,3,77,9/8/18 8:15,9,8,18 8:15,18,8:15,8,15
93,0,93,9/8/18 8:30,9,8,18 8:30,18,8:30,8,30
163,2,165,9/8/18 8:45,9,8,18 8:45,18,8:45,8,45
138,0,138,9/8/18 9:00,9,8,18 9:00,18,9:00,9,0
204,2,206,9/8/18 9:15,9,8,18 9:15,18,9:15,9,15
303,4,307,9/8/18 9:30,9,8,18 9:30,18,9:30,9,30
543,5,548,9/8/18 9:45,9,8,18 9:45,18,9:45,9,45
499,8,501,9/8/18 10:00,9,8,18 10:00,18,10:00,10,0
475,8,483,9/8/18 10:15,9,8,18 10:15,18,10:15,10,15
536,12,548,9/8/18 10:30,9,8,18 10:30,18,10:30,10,30
649,9,658,9/8/18 10:45,9,8,18 10:45,18,10:45,10,45
496,12,498,9/8/18 11:00,9,8,18 11:00,18,11:00,11,0
313,8,321,9/8/18 11:15,9,8,18 11:15,18,11:15,11,15
256,9,265,9/8/18 11:30,9,8,18 11:30,18,11:30,11,30
316,5,321,9/8/18 11:45,9,8,18 11:45,18,11:45,11,45
224,6,230,9/8/18 12:00,9,8,18 12:00,18,12:00,12,0
197,4,201,9/8/18 12:15,9,8,18 12:15,18,12:15,12,15
205,5,209,9/8/18 12:30,9,8,18 12:30,18,12:30,12,30
202,5,207,9/8/18 12:45,9,8,18 12:45,18,12:45,12,45
211,5,216,9/8/18 13:00,9,8,18 13:00,18,13:00,13,0
218,4,222,9/8/18 13:15,9,8,18 13:15,18,13:15,13,15
240,4,244,9/8/18 13:30,9,8,18 13:30,18,13:30,13,30
288,5,283,9/8/18 13:45,9,8,18 13:45,18,13:45,13,45
276,5,281,9/8/18 14:00,9,8,18 14:00,18,14:00,14,0
291,4,295,9/8/18 14:15,9,8,18 14:15,18,14:15,14,15
260,6,266,9/8/18 14:30,9,8,18 14:30,18,14:30,14,30
265,7,272,9/8/18 14:45,9,8,18 14:45,18,14:45,14,45
265,5,268,9/8/18 15:00,9,8,18 15:00,18,15:00,15,0
321,7,328,9/8/18 15:15,9,8,18 15:15,18,15:15,15,15
299,6,305,9/8/18 15:30,9,8,18 15:30,18,15:30,15,30
327,7,334,9/8/18 15:45,9,8,18 15:45,18,15:45,15,45
326,6,332,9/8/18 16:00,9,8,18 16:00,18,16:00,16,0
374,5,379,9/8/18 16:15,9,8,18 16:15,18,16:15,16,15
362,5,367,9/8/18 16:30,9,8,18 16:30,18,16:30,16,30
415,6,419,9/8/18 16:45,9,8,18 16:45,18,16:45,16,45
362,4,366,9/8/18 17:00,9,8,18 17:00,18,17:00,17,0
578,11,589,9/8/18 17:15,9,8,18 17:15,18,17:15,17,15
454,9,463,9/8/18 17:30,9,8,18 17:30,18,17:30,17,30
439,7,446,9/8/18 17:45,9,8,18 17:45,18,17:45,17,45
377,2,379,9/8/18 18:00,9,8,18 18:00,18,18:00,18,0
435,1,436,9/8/18 18:15,9,8,18 18:15,18,18:15,18,15
475,3,478,9/8/18 18:30,9,8,18 18:30,18,18:30,18,30
401,3,403,9/8/18 18:45,9,8,18 18:45,18,18:45,18,45
230,3,233,9/8/18 19:00,9,8,18 19:00,18,19:00,19,0
271,2,273,9/8/18 19:15,9,8,18 19:15,18,19:15,19,15
269,0,269,9/8/18 19:30,9,8,18 19:30,18,19:30,19,30
364,3,367,9/8/18 19:45,9,8,18 19:45,18,19:45,19,45
387,4,391,9/8/18 20:00,9,8,18 20:00,18,20:00,20,0
603,12,615,9/8/18 20:15,9,8,18 20:15,18,20:15,20,15
560,8,568,9/8/18 20:30,9,8,18 20:30,18,20:30,20,30
513,4,513,9/8/18 20:45,9,8,18 20:45,18,20:45,20,45
532,4,536,9/8/18 21:00,9,8,18 21:00,18,21:00,21,0
567,12,579,9/8/18 21:15,9,8,18 21:15,18,21:15,21,15
506,12,518,9/8/18 21:30,9,8,18 21:30,18,21:30,21,30
547,8,555,9/8/18 21:45,9,8,18 21:45,18,21:45,21,45
494,5,499,9/8/18 22:00,9,8,18 22:00,18,22:00,22,0
543,8,551,9/8/18 22:15,9,8,18 22:15,18,22:15,22,15
483,7,490,9/8/18 22:30,9,8,18 22:30,18,22:30,22,30
476,7,483,9/8/18 22:45,9,8,18 22:45,18,22:45,22,45
395,7,402,9/8/18 23:00,9,8,18 23:00,18,23:00,23,0
424,5,429,9/8/18 23:15,9,8,18 23:15,18,23:15,23,15
391,5,396,9/8/18 23:30,9,8,18 23:30,18,23:30,23,30
